prospect_id,rep_id,company_name,company_size,lead_source,product_interest,quarter,created_date,status,meetings_held,closed_date,proposed_value_usd,closed_value_usd
PROS-00201,REP-0079,Ridgeline Networks,1-50,Inbound Call,Cloud Storage,Q2 2026,2026-06-19,Open,1,,7700,
PROS-00202,REP-0101,Cobalt Works,1000-5000,Inbound Call,Cloud Compute,Q4 2025,2025-11-23,Lost,4,2025-12-30,50800,
PROS-00203,REP-0062,Nimbus Group,1-50,LinkedIn,Data Analytics,Q4 2025,2025-11-22,Lost,4,2025-12-11,8400,
PROS-00204,REP-0098,Quantum Industries,201-1000,Cold Outreach,Data Analytics,Q4 2025,2025-11-15,Lost,3,2025-12-03,40000,
PROS-00205,REP-0016,Fusion Systems,1000-5000,Conference,Cloud Compute,Q1 2026,2026-01-01,Lost,3,2026-02-14,60500,
PROS-00206,REP-0028,Meridian Group,1-50,Inbound Call,Cloud Compute,Q4 2025,2025-12-07,Won,3,2025-12-15,15600,17100
PROS-00207,REP-0102,Cobalt Group,1-50,Inbound Call,Cloud Compute,Q4 2025,2025-11-21,Lost,4,2025-12-08,7100,
PROS-00208,REP-0044,Ridgeline Digital,201-1000,LinkedIn,Security Suite,Q1 2026,2026-01-19,Dead,2,,80300,
PROS-00209,REP-0073,Meridian Dynamics,201-1000,Website Inquiry,Security Suite,Q2 2026,2026-04-01,Lost,2,2026-05-20,36300,
PROS-00210,REP-0024,Horizon Networks,201-1000,Cold Outreach,Cloud Compute,Q2 2026,2026-05-13,Dead,2,,13200,
PROS-00211,REP-0063,Fusion Partners,201-1000,Paid Marketing,Data Analytics,Q4 2025,2025-11-18,Dead,0,,28800,
PROS-00212,REP-0059,Drift Partners,1-50,Paid Marketing,Data Analytics,Q4 2025,2025-10-25,Lost,5,2025-11-16,9900,
PROS-00213,REP-0067,Solace Labs,1000-5000,Paid Marketing,Data Analytics,Q4 2025,2025-12-01,Lost,4,2026-02-22,92000,
PROS-00214,REP-0017,Catalyst Solutions,201-1000,Cold Outreach,Data Analytics,Q2 2026,2026-04-17,Dead,0,,37400,
PROS-00215,REP-0106,Meridian Group,1000-5000,Cold Outreach,AI Platform,Q1 2026,2026-03-29,Lost,3,2026-05-15,201000,
PROS-00216,REP-0017,Ember Holdings,1000-5000,Paid Marketing,AI Platform,Q2 2026,2026-05-31,Open,0,,112100,
PROS-00217,REP-0039,Quantum Holdings,5000+,Website Inquiry,AI Platform,Q1 2026,2026-03-18,Dead,0,,448200,
PROS-00218,REP-0019,Ridgeline Holdings,51-200,Paid Marketing,Cloud Storage,Q2 2026,2026-06-22,Open,1,,12100,
PROS-00219,REP-0042,Orbit Group,51-200,Paid Marketing,Cloud Compute,Q4 2025,2025-12-24,Lost,5,2026-01-11,18600,
PROS-00220,REP-0097,Redshift Digital,201-1000,LinkedIn,Cloud Compute,Q2 2026,2026-04-14,Dead,0,,34700,
PROS-00221,REP-0098,Wavefront Digital,201-1000,Website Inquiry,Security Suite,Q4 2025,2025-11-08,Dead,0,,74900,
PROS-00222,REP-0084,Horizon Solutions,201-1000,Inbound Call,Cloud Compute,Q2 2026,2026-06-02,Open,0,,32000,
PROS-00223,REP-0065,Wavefront Group,1000-5000,Website Inquiry,Cloud Storage,Q1 2026,2026-01-03,Lost,4,2026-02-03,23800,
PROS-00224,REP-0015,Ember Digital,1-50,Conference,AI Platform,Q2 2026,2026-06-27,Open,0,,27500,
PROS-00225,REP-0081,Ridgeline Partners,51-200,Inbound Call,AI Platform,Q1 2026,2026-01-26,Lost,2,2026-02-20,58300,
PROS-00226,REP-0034,Solace Group,51-200,Inbound Call,Data Analytics,Q4 2025,2025-12-21,Won,3,2026-01-07,18400,15800
PROS-00227,REP-0069,Beacon Holdings,1000-5000,Paid Marketing,AI Platform,Q4 2025,2025-11-07,Lost,4,2025-11-26,202500,
PROS-00228,REP-0106,Anchor Partners,51-200,Paid Marketing,Data Analytics,Q1 2026,2026-01-09,Lost,5,2026-02-02,30400,
PROS-00229,REP-0003,Fusion Holdings,51-200,Website Inquiry,Data Analytics,Q2 2026,2026-05-02,Lost,5,2026-05-19,23000,
PROS-00230,REP-0052,Pulse Solutions,1000-5000,Cold Outreach,Cloud Compute,Q1 2026,2026-01-27,Lost,2,2026-04-18,41200,
PROS-00231,REP-0064,Apex Solutions,201-1000,Conference,Cloud Compute,Q2 2026,2026-04-07,Won,3,2026-04-24,24100,28300
PROS-00232,REP-0096,Catalyst Labs,1-50,LinkedIn,AI Platform,Q1 2026,2026-02-28,Lost,2,2026-03-21,26400,
PROS-00233,REP-0044,Ironclad Holdings,1-50,Conference,Data Analytics,Q2 2026,2026-05-03,Lost,3,2026-05-11,17200,
PROS-00234,REP-0068,Catalyst Systems,201-1000,LinkedIn,Cloud Storage,Q1 2026,2026-02-22,Lost,3,2026-03-22,20800,
PROS-00235,REP-0015,Ridgeline Works,1-50,LinkedIn,Security Suite,Q4 2025,2025-11-11,Lost,4,2025-11-24,43400,
PROS-00236,REP-0073,Northgate Holdings,201-1000,Paid Marketing,Security Suite,Q2 2026,2026-04-01,Dead,0,,51200,
PROS-00237,REP-0005,Nova Solutions,1-50,Referral,Cloud Storage,Q2 2026,2026-06-19,Won,2,2026-06-28,5900,5100
PROS-00238,REP-0082,Lattice Systems,201-1000,Paid Marketing,Cloud Compute,Q2 2026,2026-05-10,Lost,5,2026-05-25,28700,
PROS-00239,REP-0081,Ironclad Networks,1-50,Paid Marketing,Cloud Storage,Q1 2026,2026-03-08,Dead,0,,3400,
PROS-00240,REP-0085,Summit Holdings,5000+,LinkedIn,Cloud Compute,Q1 2026,2026-01-09,Won,4,2026-04-06,89200,101100
PROS-00241,REP-0024,Orbit Solutions,51-200,Website Inquiry,Data Analytics,Q4 2025,2025-12-04,Lost,3,2025-12-18,27500,
PROS-00242,REP-0016,Zenith Partners,5000+,LinkedIn,Cloud Storage,Q2 2026,2026-05-27,Open,0,,26800,
PROS-00243,REP-0095,Atlas Solutions,1-50,Paid Marketing,Cloud Storage,Q4 2025,2025-11-23,Lost,5,2025-12-09,4500,
PROS-00244,REP-0039,Ridgeline Holdings,5000+,Paid Marketing,Cloud Storage,Q4 2025,2025-12-30,Lost,5,2026-02-13,24900,
PROS-00245,REP-0110,Apex Networks,51-200,Website Inquiry,Cloud Compute,Q4 2025,2025-11-20,Won,6,2025-12-13,24300,28800
PROS-00246,REP-0047,Vertex Solutions,201-1000,Inbound Call,Data Analytics,Q4 2025,2025-12-20,Lost,5,2026-01-20,31100,
PROS-00247,REP-0093,Ridgeline Partners,1-50,LinkedIn,Cloud Storage,Q2 2026,2026-05-25,Lost,4,2026-06-09,5600,
PROS-00248,REP-0004,Ironclad Solutions,1-50,LinkedIn,Data Analytics,Q1 2026,2026-03-01,Won,3,2026-03-15,22600,19700
PROS-00249,REP-0015,Helix Labs,51-200,Website Inquiry,Cloud Compute,Q2 2026,2026-05-24,Lost,2,2026-06-13,19100,
PROS-00250,REP-0022,Horizon Partners,1000-5000,Paid Marketing,Cloud Compute,Q2 2026,2026-05-18,Lost,5,2026-06-18,60800,
PROS-00251,REP-0074,Vertex Networks,201-1000,Paid Marketing,AI Platform,Q2 2026,2026-06-11,Open,2,,58600,
PROS-00252,REP-0076,Atlas Group,1-50,LinkedIn,Cloud Compute,Q1 2026,2026-03-22,Won,2,2026-04-04,8700,8100
PROS-00253,REP-0091,Redshift Digital,201-1000,LinkedIn,AI Platform,Q2 2026,2026-06-02,Open,3,,59500,
PROS-00254,REP-0008,Ridgeline Technologies,201-1000,Paid Marketing,Data Analytics,Q2 2026,2026-04-05,Lost,4,2026-04-24,29400,
PROS-00255,REP-0084,Nova Digital,201-1000,Conference,Cloud Storage,Q2 2026,2026-06-27,Open,2,,16400,
PROS-00256,REP-0002,Orbit Networks,1000-5000,Cold Outreach,Cloud Storage,Q2 2026,2026-06-01,Open,1,,17400,
PROS-00257,REP-0026,Summit Digital,51-200,LinkedIn,Security Suite,Q2 2026,2026-06-15,Open,2,,67700,
PROS-00258,REP-0080,Orbit Technologies,201-1000,LinkedIn,Cloud Compute,Q2 2026,2026-04-04,Dead,1,,20800,
PROS-00259,REP-0069,Lattice Labs,51-200,Cold Outreach,Cloud Compute,Q4 2025,2025-12-31,Lost,2,2026-01-23,29700,
PROS-00260,REP-0001,Apex Dynamics,51-200,LinkedIn,AI Platform,Q2 2026,2026-06-21,Open,1,,87200,
PROS-00261,REP-0059,Lattice Digital,51-200,Referral,Cloud Compute,Q2 2026,2026-04-03,Lost,5,2026-04-23,13400,
PROS-00262,REP-0043,Lattice Holdings,201-1000,Inbound Call,Cloud Compute,Q4 2025,2025-11-07,Lost,2,2025-12-26,44300,
PROS-00263,REP-0034,Redshift Group,1000-5000,LinkedIn,Cloud Compute,Q4 2025,2025-12-08,Dead,1,,55800,
PROS-00264,REP-0034,Pulse Networks,201-1000,Paid Marketing,Security Suite,Q2 2026,2026-04-01,Dead,0,,72300,
PROS-00265,REP-0012,Zenith Solutions,1-50,Conference,Cloud Storage,Q4 2025,2025-12-02,Won,4,2025-12-09,6200,7000
PROS-00266,REP-0044,Vertex Labs,51-200,Website Inquiry,Data Analytics,Q1 2026,2026-02-24,Lost,4,2026-03-19,41200,
PROS-00267,REP-0049,Atlas Networks,51-200,Cold Outreach,Cloud Compute,Q1 2026,2026-02-25,Dead,0,,16600,
PROS-00268,REP-0036,Anchor Labs,1000-5000,Inbound Call,AI Platform,Q1 2026,2026-01-09,Won,5,2026-01-26,223600,263800
PROS-00269,REP-0042,Summit Dynamics,51-200,Paid Marketing,Security Suite,Q1 2026,2026-03-06,Lost,4,2026-03-21,23900,
PROS-00270,REP-0038,Zenith Technologies,201-1000,LinkedIn,Cloud Storage,Q2 2026,2026-05-10,Lost,3,2026-06-15,16100,
PROS-00271,REP-0001,Quantum Works,1000-5000,LinkedIn,Data Analytics,Q4 2025,2025-12-06,Lost,3,2026-01-18,84800,
PROS-00272,REP-0059,Summit Partners,51-200,Cold Outreach,Cloud Compute,Q2 2026,2026-05-21,Dead,0,,9800,
PROS-00273,REP-0062,Northgate Partners,51-200,Cold Outreach,AI Platform,Q2 2026,2026-04-30,Lost,5,2026-05-07,43200,
PROS-00274,REP-0101,Ironclad Partners,201-1000,Paid Marketing,AI Platform,Q1 2026,2026-03-14,Dead,0,,87400,
PROS-00275,REP-0094,Cobalt Partners,51-200,LinkedIn,Cloud Storage,Q2 2026,2026-05-23,Won,4,2026-06-01,16100,19100
PROS-00276,REP-0090,Ironclad Partners,5000+,LinkedIn,Data Analytics,Q1 2026,2026-03-06,Lost,2,2026-04-11,127900,
PROS-00277,REP-0060,Vertex Labs,5000+,Paid Marketing,Cloud Storage,Q4 2025,2025-10-27,Dead,1,,39900,
PROS-00278,REP-0107,Summit Networks,201-1000,Inbound Call,Cloud Compute,Q1 2026,2026-01-17,Lost,2,2026-02-22,46200,
PROS-00279,REP-0012,Nova Solutions,1-50,LinkedIn,Data Analytics,Q1 2026,2026-02-13,Dead,1,,15300,
PROS-00280,REP-0025,Horizon Group,51-200,Paid Marketing,Cloud Compute,Q1 2026,2026-01-05,Dead,0,,21700,
PROS-00281,REP-0028,Vantage Networks,1-50,LinkedIn,Security Suite,Q2 2026,2026-04-03,Dead,1,,14000,
PROS-00282,REP-0096,Ember Partners,1-50,LinkedIn,Cloud Compute,Q2 2026,2026-06-06,Open,0,,5300,
PROS-00283,REP-0003,Horizon Digital,51-200,Paid Marketing,Data Analytics,Q1 2026,2026-01-24,Dead,1,,16900,
PROS-00284,REP-0059,Helix Holdings,1-50,Paid Marketing,AI Platform,Q2 2026,2026-06-26,Lost,5,2026-06-29,38700,
PROS-00285,REP-0003,Northgate Digital,51-200,LinkedIn,Cloud Compute,Q1 2026,2026-02-26,Lost,2,2026-03-12,17100,
PROS-00286,REP-0066,Apex Digital,201-1000,Cold Outreach,Data Analytics,Q4 2025,2025-11-28,Lost,5,2025-12-15,43400,
PROS-00287,REP-0024,Drift Industries,1-50,LinkedIn,Cloud Compute,Q1 2026,2026-02-19,Lost,5,2026-03-05,11200,
PROS-00288,REP-0070,Solace Networks,1000-5000,Inbound Call,Cloud Storage,Q2 2026,2026-05-25,Dead,0,,17100,
PROS-00289,REP-0097,Meridian Works,201-1000,Website Inquiry,Data Analytics,Q4 2025,2025-10-12,Won,4,2025-10-30,62000,64900
PROS-00290,REP-0083,Meridian Systems,201-1000,Inbound Call,Cloud Compute,Q1 2026,2026-02-18,Lost,2,2026-03-13,14000,
PROS-00291,REP-0101,Apex Digital,201-1000,Website Inquiry,Security Suite,Q4 2025,2025-12-31,Dead,0,,80600,
PROS-00292,REP-0063,Helix Solutions,201-1000,Paid Marketing,Security Suite,Q1 2026,2026-01-30,Lost,4,2026-02-21,70600,
PROS-00293,REP-0041,Horizon Solutions,201-1000,Paid Marketing,Security Suite,Q2 2026,2026-04-03,Lost,4,2026-05-10,101900,
PROS-00294,REP-0047,Helix Digital,51-200,Referral,Security Suite,Q1 2026,2026-01-18,Dead,0,,34400,
PROS-00295,REP-0070,Nova Industries,1000-5000,Referral,Data Analytics,Q2 2026,2026-06-07,Open,0,,52600,
PROS-00296,REP-0043,Cobalt Dynamics,201-1000,LinkedIn,AI Platform,Q2 2026,2026-05-21,Dead,0,,70300,
PROS-00297,REP-0052,Solace Networks,5000+,Website Inquiry,Security Suite,Q1 2026,2026-03-12,Lost,2,2026-04-30,213800,
PROS-00298,REP-0042,Wavefront Holdings,51-200,Paid Marketing,AI Platform,Q1 2026,2026-02-06,Dead,0,,33700,
PROS-00299,REP-0043,Quantum Solutions,1000-5000,Website Inquiry,Security Suite,Q1 2026,2026-01-21,Dead,1,,51000,
PROS-00300,REP-0101,Nova Digital,201-1000,Referral,Security Suite,Q4 2025,2025-10-23,Lost,2,2025-11-14,83800,
PROS-00301,REP-0097,Cobalt Group,201-1000,Paid Marketing,Data Analytics,Q4 2025,2025-10-01,Dead,1,,37600,
PROS-00302,REP-0088,Horizon Solutions,1-50,Paid Marketing,AI Platform,Q4 2025,2025-11-04,Dead,2,,31100,
PROS-00303,REP-0054,Granite Systems,201-1000,Inbound Call,AI Platform,Q2 2026,2026-05-11,Lost,5,2026-06-25,110400,
PROS-00304,REP-0041,Atlas Systems,201-1000,LinkedIn,Cloud Compute,Q2 2026,2026-06-01,Open,0,,30400,
PROS-00305,REP-0091,Meridian Holdings,51-200,Paid Marketing,Data Analytics,Q4 2025,2025-11-11,Lost,5,2025-12-30,32800,
PROS-00306,REP-0073,Vertex Group,51-200,Cold Outreach,Cloud Compute,Q1 2026,2026-03-20,Dead,1,,9800,
PROS-00307,REP-0017,Cobalt Group,201-1000,Cold Outreach,Cloud Compute,Q1 2026,2026-02-24,Lost,2,2026-04-08,21500,
PROS-00308,REP-0076,Ember Holdings,1-50,Inbound Call,Cloud Compute,Q4 2025,2025-10-07,Dead,0,,8400,
PROS-00309,REP-0062,Ember Group,1-50,Referral,Cloud Compute,Q1 2026,2026-01-01,Dead,0,,6800,
PROS-00310,REP-0059,Sterling Holdings,1-50,Paid Marketing,Data Analytics,Q1 2026,2026-01-07,Lost,4,2026-01-24,13500,
PROS-00311,REP-0004,Orbit Industries,1-50,Cold Outreach,Security Suite,Q2 2026,2026-04-05,Dead,1,,45800,
PROS-00312,REP-0037,Vertex Systems,51-200,LinkedIn,Data Analytics,Q4 2025,2025-11-19,Won,4,2025-12-14,35900,36300
PROS-00313,REP-0022,Quantum Group,1000-5000,Paid Marketing,AI Platform,Q2 2026,2026-04-23,Dead,0,,70400,
PROS-00314,REP-0003,Apex Works,1-50,Paid Marketing,Cloud Storage,Q4 2025,2025-12-24,Dead,0,,7500,
PROS-00315,REP-0056,Cobalt Industries,51-200,Website Inquiry,Security Suite,Q1 2026,2026-03-09,Won,4,2026-03-19,35900,41800
PROS-00316,REP-0021,Catalyst Holdings,51-200,Website Inquiry,Security Suite,Q4 2025,2025-11-09,Dead,0,,36500,
PROS-00317,REP-0062,Sterling Industries,201-1000,Paid Marketing,Cloud Compute,Q4 2025,2025-11-10,Lost,4,2025-11-20,14600,
PROS-00318,REP-0088,Drift Technologies,1-50,Paid Marketing,Data Analytics,Q1 2026,2026-01-03,Lost,5,2026-01-11,11200,
PROS-00319,REP-0081,Anchor Group,1-50,Cold Outreach,Cloud Compute,Q4 2025,2025-12-20,Lost,4,2026-01-05,15700,
PROS-00320,REP-0059,Sterling Technologies,201-1000,Conference,Cloud Storage,Q1 2026,2026-03-21,Lost,5,2026-04-07,11800,
PROS-00321,REP-0047,Northgate Industries,51-200,Website Inquiry,AI Platform,Q2 2026,2026-05-01,Lost,3,2026-06-11,33200,
PROS-00322,REP-0077,Sterling Works,201-1000,Paid Marketing,Cloud Compute,Q4 2025,2025-11-30,Lost,5,2025-12-09,45600,
PROS-00323,REP-0033,Redshift Technologies,1000-5000,Website Inquiry,Cloud Storage,Q4 2025,2025-10-19,Lost,5,2026-01-04,27900,
PROS-00324,REP-0016,Meridian Systems,1000-5000,Paid Marketing,Cloud Storage,Q4 2025,2025-10-08,Lost,5,2025-12-07,14600,
PROS-00325,REP-0076,Vantage Industries,51-200,Cold Outreach,Cloud Compute,Q1 2026,2026-01-08,Dead,0,,20300,
PROS-00326,REP-0108,Northgate Labs,1-50,Paid Marketing,Cloud Compute,Q1 2026,2026-03-19,Lost,4,2026-03-28,19100,
PROS-00327,REP-0071,Northgate Solutions,51-200,Cold Outreach,Data Analytics,Q4 2025,2025-10-08,Dead,1,,22100,
PROS-00328,REP-0096,Northgate Works,201-1000,Inbound Call,Cloud Storage,Q4 2025,2025-10-04,Won,2,2025-10-18,10500,8900
PROS-00329,REP-0101,Nimbus Group,201-1000,Paid Marketing,Cloud Compute,Q2 2026,2026-05-05,Lost,2,2026-06-15,35000,
PROS-00330,REP-0110,Wavefront Digital,201-1000,LinkedIn,AI Platform,Q4 2025,2025-10-10,Lost,4,2025-11-26,155800,
PROS-00331,REP-0039,Helix Solutions,5000+,Paid Marketing,Cloud Storage,Q1 2026,2026-02-08,Lost,2,2026-04-02,38500,
PROS-00332,REP-0091,Granite Works,51-200,Inbound Call,Security Suite,Q4 2025,2025-11-14,Lost,2,2025-12-19,65900,
PROS-00333,REP-0076,Wavefront Group,51-200,Paid Marketing,Cloud Storage,Q1 2026,2026-03-18,Dead,1,,10800,
PROS-00334,REP-0086,Horizon Labs,201-1000,Website Inquiry,Security Suite,Q2 2026,2026-06-20,Dead,1,,56500,
PROS-00335,REP-0072,Helix Works,201-1000,Inbound Call,Cloud Storage,Q1 2026,2026-03-28,Dead,0,,10700,
PROS-00336,REP-0059,Horizon Systems,51-200,Website Inquiry,Cloud Compute,Q1 2026,2026-02-17,Lost,2,2026-03-10,22400,
PROS-00337,REP-0013,Ridgeline Networks,1000-5000,Cold Outreach,Cloud Compute,Q4 2025,2025-12-15,Dead,0,,36800,
PROS-00338,REP-0049,Cobalt Holdings,201-1000,Paid Marketing,Security Suite,Q1 2026,2026-03-10,Dead,0,,36600,
PROS-00339,REP-0044,Redshift Digital,51-200,Paid Marketing,AI Platform,Q2 2026,2026-06-29,Dead,0,,75700,
PROS-00340,REP-0012,Ridgeline Systems,1-50,Paid Marketing,Cloud Storage,Q4 2025,2025-12-20,Lost,5,2026-01-05,9700,
PROS-00341,REP-0041,Catalyst Systems,51-200,LinkedIn,Cloud Storage,Q4 2025,2025-10-27,Lost,5,2025-12-14,14900,
PROS-00342,REP-0072,Drift Partners,201-1000,Inbound Call,Cloud Storage,Q4 2025,2025-11-10,Lost,2,2025-12-08,12000,
PROS-00343,REP-0109,Fusion Dynamics,1-50,Paid Marketing,Data Analytics,Q1 2026,2026-02-05,Dead,0,,15800,
PROS-00344,REP-0089,Solace Holdings,1-50,Website Inquiry,Data Analytics,Q1 2026,2026-03-23,Dead,0,,8200,
PROS-00345,REP-0104,Northgate Industries,1000-5000,Cold Outreach,Cloud Storage,Q2 2026,2026-06-22,Open,1,,25000,
PROS-00346,REP-0085,Ironclad Works,5000+,LinkedIn,AI Platform,Q4 2025,2025-12-14,Dead,0,,103500,
PROS-00347,REP-0072,Beacon Group,201-1000,Cold Outreach,Cloud Compute,Q4 2025,2025-11-24,Won,3,2026-01-12,33000,28800
PROS-00348,REP-0047,Redshift Solutions,201-1000,LinkedIn,Data Analytics,Q2 2026,2026-05-26,Dead,0,,25000,
PROS-00349,REP-0042,Sterling Group,51-200,Paid Marketing,Cloud Storage,Q4 2025,2025-12-30,Lost,3,2026-01-20,9200,
PROS-00350,REP-0019,Sterling Labs,201-1000,Website Inquiry,Data Analytics,Q1 2026,2026-02-06,Dead,1,,29600,
PROS-00351,REP-0042,Redshift Labs,51-200,LinkedIn,Cloud Storage,Q4 2025,2025-10-23,Lost,5,2025-11-02,9500,
PROS-00352,REP-0077,Summit Solutions,51-200,Paid Marketing,Security Suite,Q4 2025,2025-11-03,Lost,5,2025-11-19,31400,
PROS-00353,REP-0057,Granite Systems,5000+,LinkedIn,AI Platform,Q4 2025,2025-10-10,Dead,1,,210900,
PROS-00354,REP-0083,Vantage Group,51-200,Website Inquiry,Cloud Compute,Q2 2026,2026-05-19,Lost,2,2026-06-03,13600,
PROS-00355,REP-0097,Nova Solutions,201-1000,Website Inquiry,Data Analytics,Q4 2025,2025-12-19,Won,4,2026-01-27,55300,64600
PROS-00356,REP-0052,Zenith Partners,1000-5000,Inbound Call,AI Platform,Q1 2026,2026-03-17,Dead,0,,89900,
PROS-00357,REP-0033,Northgate Digital,1000-5000,LinkedIn,Security Suite,Q2 2026,2026-04-23,Lost,4,2026-06-28,89200,
PROS-00358,REP-0087,Orbit Holdings,201-1000,Website Inquiry,Cloud Compute,Q4 2025,2025-10-29,Lost,4,2025-11-25,21400,
PROS-00359,REP-0049,Vertex Industries,51-200,Website Inquiry,AI Platform,Q2 2026,2026-04-20,Lost,5,2026-05-29,71500,
PROS-00360,REP-0073,Anchor Systems,201-1000,Website Inquiry,Data Analytics,Q2 2026,2026-05-24,Dead,0,,24800,
PROS-00361,REP-0033,Anchor Technologies,5000+,Paid Marketing,Cloud Compute,Q1 2026,2026-01-19,Dead,0,,62700,
PROS-00362,REP-0054,Sterling Industries,51-200,Website Inquiry,Data Analytics,Q4 2025,2025-10-28,Lost,3,2025-12-05,19900,
PROS-00363,REP-0109,Anchor Solutions,51-200,Cold Outreach,Cloud Compute,Q4 2025,2025-12-08,Lost,3,2025-12-23,25800,
PROS-00364,REP-0089,Apex Labs,51-200,Referral,Security Suite,Q4 2025,2025-11-19,Dead,0,,42500,
PROS-00365,REP-0059,Apex Networks,1-50,LinkedIn,Data Analytics,Q4 2025,2025-11-27,Won,2,2025-12-08,14300,15200
PROS-00366,REP-0005,Drift Dynamics,51-200,LinkedIn,Cloud Compute,Q1 2026,2026-01-15,Lost,4,2026-01-30,14500,
PROS-00367,REP-0079,Drift Partners,201-1000,Cold Outreach,Cloud Storage,Q2 2026,2026-05-18,Lost,2,2026-06-11,16800,
PROS-00368,REP-0073,Pulse Technologies,1000-5000,Cold Outreach,Cloud Compute,Q2 2026,2026-06-01,Open,0,,34400,
PROS-00369,REP-0102,Catalyst Works,51-200,Conference,Data Analytics,Q4 2025,2025-11-13,Won,4,2025-12-05,11700,11500
PROS-00370,REP-0039,Wavefront Systems,1000-5000,Paid Marketing,Cloud Compute,Q4 2025,2025-10-20,Dead,0,,71000,
PROS-00371,REP-0018,Quantum Technologies,201-1000,Conference,AI Platform,Q2 2026,2026-06-22,Open,2,,54500,
PROS-00372,REP-0099,Nimbus Technologies,51-200,Cold Outreach,Cloud Compute,Q4 2025,2025-12-11,Lost,3,2025-12-30,34500,
PROS-00373,REP-0003,Nimbus Group,201-1000,Paid Marketing,Security Suite,Q4 2025,2025-12-29,Dead,0,,26600,
PROS-00374,REP-0108,Vantage Digital,51-200,Cold Outreach,Cloud Compute,Q4 2025,2025-10-15,Won,2,2025-10-25,17800,20400
PROS-00375,REP-0104,Meridian Solutions,1000-5000,Website Inquiry,Data Analytics,Q1 2026,2026-01-28,Lost,3,2026-03-05,43400,
PROS-00376,REP-0089,Nimbus Works,1-50,Cold Outreach,AI Platform,Q1 2026,2026-02-27,Dead,1,,37100,
PROS-00377,REP-0053,Nimbus Solutions,1-50,LinkedIn,Data Analytics,Q2 2026,2026-04-14,Dead,0,,15200,
PROS-00378,REP-0094,Catalyst Networks,1-50,Website Inquiry,Security Suite,Q4 2025,2025-10-05,Lost,2,2025-10-23,46800,
PROS-00379,REP-0104,Northgate Technologies,1000-5000,Website Inquiry,Security Suite,Q2 2026,2026-05-28,Open,1,,81300,
PROS-00380,REP-0029,Lattice Works,201-1000,Inbound Call,Data Analytics,Q1 2026,2026-01-29,Lost,4,2026-03-03,28900,
PROS-00381,REP-0055,Ember Group,1000-5000,Cold Outreach,Cloud Storage,Q2 2026,2026-06-12,Open,0,,17900,
PROS-00382,REP-0012,Meridian Group,1-50,Cold Outreach,AI Platform,Q4 2025,2025-12-04,Lost,3,2025-12-25,55800,
PROS-00383,REP-0054,Apex Labs,201-1000,Paid Marketing,Security Suite,Q4 2025,2025-10-05,Dead,0,,84300,
PROS-00384,REP-0076,Helix Solutions,1-50,LinkedIn,Security Suite,Q1 2026,2026-03-08,Lost,4,2026-03-22,23100,
PROS-00385,REP-0072,Ironclad Digital,201-1000,Inbound Call,Cloud Storage,Q4 2025,2025-11-03,Lost,4,2025-12-03,9400,
PROS-00386,REP-0073,Pulse Networks,201-1000,Cold Outreach,AI Platform,Q1 2026,2026-02-26,Dead,0,,107700,
PROS-00387,REP-0096,Sterling Dynamics,51-200,Referral,Cloud Compute,Q2 2026,2026-06-26,Open,0,,15900,
PROS-00388,REP-0037,Vertex Systems,201-1000,Inbound Call,Cloud Storage,Q4 2025,2025-10-12,Won,6,2025-11-11,10700,10400
PROS-00389,REP-0025,Meridian Group,1000-5000,Inbound Call,Data Analytics,Q4 2025,2025-11-23,Lost,4,2025-12-27,44200,
PROS-00390,REP-0024,Anchor Works,1-50,Inbound Call,Data Analytics,Q4 2025,2025-11-08,Lost,5,2025-11-19,18400,
PROS-00391,REP-0071,Lattice Holdings,1000-5000,LinkedIn,AI Platform,Q4 2025,2025-11-26,Lost,4,2025-12-18,72800,
PROS-00392,REP-0096,Sterling Systems,1-50,Inbound Call,Cloud Storage,Q4 2025,2025-12-27,Lost,2,2026-01-21,3600,
PROS-00393,REP-0099,Vertex Holdings,51-200,Paid Marketing,AI Platform,Q2 2026,2026-04-21,Lost,3,2026-06-09,122500,
PROS-00394,REP-0089,Ember Industries,1-50,Paid Marketing,Cloud Compute,Q1 2026,2026-03-21,Lost,4,2026-03-29,8700,
PROS-00395,REP-0022,Pulse Industries,51-200,Inbound Call,Cloud Storage,Q1 2026,2026-03-19,Lost,5,2026-04-12,9100,
PROS-00396,REP-0027,Nova Industries,1000-5000,Paid Marketing,Security Suite,Q1 2026,2026-01-16,Dead,0,,95400,
PROS-00397,REP-0035,Sterling Labs,1000-5000,Conference,AI Platform,Q1 2026,2026-01-15,Lost,4,2026-02-28,280200,
PROS-00398,REP-0066,Ironclad Works,201-1000,Paid Marketing,Data Analytics,Q4 2025,2025-12-18,Lost,4,2026-01-31,41500,
PROS-00399,REP-0092,Anchor Solutions,5000+,Inbound Call,Cloud Compute,Q2 2026,2026-05-23,Lost,5,2026-06-30,64500,
PROS-00400,REP-0014,Nova Holdings,51-200,Website Inquiry,Data Analytics,Q2 2026,2026-04-21,Dead,0,,34000,
PROS-00401,REP-0010,Wavefront Industries,1000-5000,Paid Marketing,AI Platform,Q2 2026,2026-06-07,Open,1,,75100,
PROS-00402,REP-0074,Quantum Networks,1000-5000,Website Inquiry,Cloud Compute,Q4 2025,2025-11-03,Lost,2,2025-12-07,66000,
